tweet,label
Hey go look at that video of the man that found the kidnapped girls in Ohio ........ what a nigger - ,1
Hey pussy you still there ? ,1
How about we draft all those gung - ho folks and send them to Afghanistan or other war zones so they can show their ... ,0
How hotter than is it ? A bitch . ,1
How u talking to hoes bout bro n em .. Why you talking to hoes bout bro n em ,1
"How you doing , crazy bitch ? is hilarious ",1
"I KNOW my shoes dirty as fuck , whatever , bitch . You do n't have to call negro ... one of the first things they LOOK at is shoes , dog ",0
I am a thrill billy .. with a hillbilly heart . - HAHAHAHAHA Jesus Murphy ,0
I call him my bitch ,1
I ca n't handle no liquor ... But these bitches ca n't handle meeedd - Chief Sosa ,1
I do n't chase after dudes ... I chase after bitches . - Edgar Bautista ,1
"I do n't love these hoes , baby It 's me and you forever ",0
"I do nt even need a picture of tamar , that bitch is beat in every picture ",1
I do nt have hoes ,1
I found a new way to chug you have to open your mouth alot ,0
I fucking hate that bitch so much I wanna smack her in the face then tongue kiss her ,1
I got a bitch set it off like jada picket .. queen latifah you riding round with your nieces bitch you titi ,1
"I got a sister , she told me stop calling women bitches .. ",1
I guess this is the night bitches die ... Stewie is that nigga ... ,1
"I had a bitch that had a bitch , had the bitch eating halibut .. -     ",1
"I have this lady - loveShe 's married , but I still wanna bang herShe wo n't have sex with meWhat a bitch ~A troubadour , probably ",1
"I heard you was looking for Candy Man , bitch ",1
"I hope you do n't get mad , ladies . I only call you bitches ' bitches ' bc I do n't know your names individually . -Katt Williams ",1
I just got a number 3 I 'm a bitch boy ,1
I know that shit eatin grin You either just fucked the girl of your dreams or you sold a car . We know you 're a faggot . What 'd you sell ? ,1
I only be with older men cause they 're more matureThat supposed to fool us bitch ? ,1
I prolly leave up out this bitch with my cups in my hand and yo hand in my other hand . ,1
"I said i do n't like it , it tastes like wolf pussy what ? How do you even know what that tastes like ",1
"I taught myself how to eat pussy , and cut my own hairI taught myself how to eat pussy hair the movie ",1
I used to dress up like a cop too . Oh really?Yeah ... right after 911 ... mad pussy . Really?Yes ... I'll NEVER FORGET . ,1
"I went to jail for a flock ,   came home wit a strike .. You went to jail as a bitch , came home as a dike- ",1
I will fuck u where u stand . U dizzy bitch . Two unique   separate phrases I overheard a relative saying when I was younger . ,1
I woke up like thi- bitch go back to bed ,1
I would rather you call me bitch than sir -my manager ,1
I 'll beat on that pussy so hard ,1
I 'll slit your throat - neck ,0
I 'm a funky ass honkey . -   's shout out to   tonight before Cabaret   ,0
I 'm comparing KFC to the pussy ,0
I 'm downloading you a new personality and ordering you a new face You bitch .. I love you .. Goddamn it -Axl Rose yelling at his sex robot ,1
"I 'm feelin like Malcolm in the middle , these bitches surround me they ca n't miss em ",1
I 'm gon na piss on your dimple   Stop wasting prayers on trash teams lol ,1
I 'm probably your main bitch chocolate dipped cinnamon apple ,1
"I 'm sick of his shit man   Sit his bitch ass , I 'm fed up bro Geno threw yet another pick smh ",1
I 'm sorry I fucked yo bitch ... But she really dig a nigga ,0
IBS irritable bitch syndrome . ,1
If you love her then hide yo bitch so you 'll keep shorty . ,1
If you talk back to me you ai n't getting no pussy . Me ,1
If you 're a bad bitch put your hands up high Every girl in the room starts waving there hands around . ,0
Imma tie that bitch up in the basement and donkey - fuck her ass for two weeks straight hahahahahahahahaha   ,0
In My MindGotta be the dumb hoe anthem ... ,1
"Is that an albino Mexican?No dad , he 's Asian . ",0
It takes a true directioner to accept Larry You know what bitch its fans like you that make the boys cry . ,1
"It 's allegations , were u in the bedroom ? Did u see it ? Words of a naive   blind bitch . We know ur husband cheated on u. Ramona is dumb ",0
It 's never too late to tag a bitch.- ,1
It 's the dykes -hunter dyke with a dyke ,0
"Julia Roberts , you 're a ho   ",0
Just follow the yellow brick twitter . ,0
LMFAOOOOOOOOOOOOOOOOOO   If your pussy is good but my mama don like you ? Guess who got ta go mama . ,1
"LOL , cripple - Wendy Davis . Scientists create remote - controlled chick to study shy penguins ",0
Let 's do nips ahoy and spank me maybe ,0
Let 's kill cracker babies WTF did I just hear ? ? ? ? ? ? ? ? WOW . ,0
Like ... correct me if I 'm wrong but ... Does n't pimpin involve ' smackin bitches for money ' ? ,0
Lmao    Pound cake look like pussy   ,1
Lmao   The d.rose adidas are lighter than my phone .... Shit is retarded ,1
"Mam , Ren doet in haar rol net of ze ongesteld is Wat is ongesteld ? Van dat soort vragen waar je denkt hoe leg ik die weer uit . ",0
Maybe she wants to be more than your friend or maybe she 's a stupid bitch . You never know until you make her cum . ,1
Mine plays DMX and kirk Franklin smh   Well my neighbors are ghetto . They get up at like 5 am and beat their kids . ,0
My grandma used to call me a porch monkey all the time ... Come to think of it she did refer to a broken bottle as a nigger knife ,0
My momma told me to tell you to mind yoooo damn motha fuckin business you 2 + 2 not knowin what it is bitch ,0
My nips are freeeeezing ... and that 's not okay because they 're slicing through my bra .... ,0
My twitter was hacked = I 'm too pussy to admit that I said it and now I want to act like I never said it . ,1
"Nah girl I ai n't gon be able to make it , it 's been tight since Russ loss his job you in the back like damn bitch really ",1
Nah its You    yo i thought some1 photoshopped my face on that faggot smmfh ... i hate y all ,0
New Flame the song of the yr lol that bitch SUPER run like ,1
"Niggas always yelling Fuck bitches , Get money meanwhile they 're broke and still want the bitches ",1
"Niggas be pressed for pussy , Eeeeeen nothin ",1
No bitches   - nan ,1
No boats and hoes please thanks - Mom ,1
OVO    kendrick lamar still trash ,0
"On top of that , she just a pregnant ass sorry hoe . Ai nt never got no money . Even her water broke . -   ",1
Only a couple of Red Sox have gotten past first base . I 'm dying laughing . Maybe the Yanks need to teach them some game . ,0
Our people . Now is the time for the Aryan race 2 stand up and say no more . Before the mongerls turn the world into a ghetto slum . 1488 ,1
"Pistol whip my Dickau , shoot yo bitch club up . Sometimes freestyles be freestyles . And I 'm okay with that . ",1
RT it for me . Please and thanks   Did a pierced pussy just come across my timeline ,1
Remy Machiavelli send shots to ya belly   my bitch ,1
Roberto you are one nasty hoe ,0
SORRY JB FAN JUSTIN COME BACK . That is the top comment on a Justin Timberlake video with 10 million views . Son of a fucking bitch ,1
Searching the incredible story of 1 white man 's quest to find the ingredients necessary to make Caribbean Jerked Chicken in redneck land ,0
Selling my soul for material wishes fast cars and bitches    ,1
Shake that Bear ... aka two rednecks having sex on a dead bear ,0
"Shall I compare thee to a summer day ? No , a summer day is not a bitch . ",1
She got ta shape up her pussy lips tho   Whole wheat organic pussy ,1
She said wigga man you rich ... take the du - rag off ,1
She was a bitch anyway ,1
She 's from Florida so you 've got to do the sniff test in those swamp pussies ,0
"Slow the fuck down , bitch , I know where you live young lady . ",0
So he 's a good football player ... but he still acts like a nig ,1
"Stop being a pussy , son , and shove that needle into your own heart ",0
"Stop looking us and go eat some pussy , you yuppie fucks . ",1
"Takin it straight to dirt , why finger the pussy when I know I can put my dick in it ? ",1
"That ai n't bro moves , that 's hoe moves ",1
That girl is plain looking borderline ugly   chunky . Hey at least she 's got a nice smile   a great personality . ,1
"The devil grows inside the hearts of the selfish and wickedWhite , brown , yellow and black color is not restricted ",0
"The water is n't yellow , I 'm a healthy student ",0
These hoes ai n't loyal ,1
These hoes keep callin but I ai n't pickin up ,1
"These sour apple bitter bitches , I 'm not fuckin wit em ",0
They Faggots   Orioles petty as fuck ... got swept up outta this bitch ,1
They have some ghetto ass bands * gets snuck * ,0
They have to . That division is trash   Saints gon win the NFC South ... watch ,0
"This is for all the fans that waited , the bitch niggas that hated   Old hoes we dated , look mama , we ",1
This is for my ghetto motherfuckers -Missy Elliott ,1
This recipe calls for a leftover brownie . What the hell is a LEFTOVER brownie ? That 's just a brownie you have n't eaten yet.- ,0
Those ratchet broads do n't represent me but YOUR white ass ca n't talk trash about them 'cause you on racist shit Black ,0
"Trust noneeee , bitch I do n't ",1
Twitter is twitter bitch twitter is life ,1
"Two roads diverged in a yellow wood , and I chose the one to J Robert Frost Giant ",0
U got my 200 K bitch nigga -- Al Haymon to Antonio Tarver ,0
"Uh - uh , what do we have ? Your empty heart , my empty bottle , a yellow cab .. That you would like to catch cuz yo latest ex made u mad .. ",0
"Used to have a girlfriend , now all I got is hoes .. I was lookin for a good girl , but she was fuckin on the low . ",1
"Virgin pussy   ( )   , regular pussy   ( )   , Oomf pussy ( _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ ) ",1
WHAAAAAAT LMAOOO    that 's why I luv u fat bitches cuz y' all got some big ole titties and phat booties ,1
"Walked in that bitch like , NIGGA WE MADE IT ",1
"We hate niggers , we hate faggots and we hate spics - kkk rally ",1
"We 're out here , and we 're queer 2 , 4 , 6 , hut We like it in our butt ",0
"Well bitch , biology said ... ",1
What I do ?   Got ta report you as spam Ladiesif your head game better than your pussy ,1
When i m done with a hoe i pass her to the squad G ,1
"Who the fuck you callin jiggaboo , nigga ? ",0
Why people think gay marriage is okay is beyond me . Sorry I do n't want my future son seeing 2 fags walking down the street holding hands an ,1
Why u being such a little bitch chris you ai n't six bitch - Allisons Mom ,1
Why would I want to play with some pussy ? -   * DEAD * ,1
Why would you wanna be the Green Ranger ? He 's evil Duh bitch ,1
Why would you want pussy on your side burns ? .. That s a good question   hahahahaha ,1
Will shank a bitch for ceviche ,1
Work -   Gets me through those rough days hahaha ,0
"Wow you are a bitch   Yes that 's already been established , anything else you have to say ? ",1
Y'all forget he has his brand new baby girl at home bitch the cookies are burning ,1
YAH has said in his word that the Mtzra'ym(egyptians ) are his people and Ysrah'al is his inheritance and the Kushite(ethiopians ) ..... ,0
Yaoooooooo   Mawnin yardies ,0
Yo bitch on the horn . Tryna shoot a porn . -   That 's T shirt worthy Tony ,1
Yo can I sublet your pussy ,1
Yo feet smell like my puss   Whut ? Like flowers bitch   omg ,1
"Yo mama , bitch . What was the ONE sentence that ended your relationship ? ",0
You ai n't gunna do shit spear chucker ,0
You ai n't my bitch is my favorite response to long texts ,1
You and yo boys some pussy cats . ,0
You are a cunt ,1
You can pull more pussy with a dodge and collect them panties alright . -stormy and jake ,1
"You can take someone out of the ghetto , but you ca n't take the ghetto out of them . ",0
"You do n't like us colored folks , what the he 'll you 're not colored you white fucks ",0
You got hella hoes ,1
"You hit no lights , no line for toco bell at 2 in he morning , and Diana 's back in her house . It 's a miracle - Charlie ",0
"You look cute today ) .. Really ? Helll no , swerve hoe ",1
You look like little birds help you get dressed in the morning ,0
